date,gamePk,home_team,away_team,home_score,away_score,home_ops,home_era,home_whip,away_ops,away_era,away_whip,run_diff_home,run_diff_away,result_home,result_away,home_record,away_record
2025-05-07,778011,Minnesota Twins,Baltimore Orioles,5,2,0.8,2.0,1.222,0.726,5.625,1.25,3,-3,1,0,0-29,0-29
2025-05-07,778023,Atlanta Braves,Cincinnati Reds,3,4,0.493,4.0,1.111,0.723,3.0,0.778,-1,1,0,1,0-28,0-29
2025-05-07,778021,Tampa Bay Rays,Philadelphia Phillies,0,7,0.225,7.0,1.444,0.702,0.0,0.556,-7,7,0,1,0-34,0-28
2025-05-07,778017,Miami Marlins,Los Angeles Dodgers,1,10,0.406,10.0,2.0,0.932,0.0,0.778,-9,9,0,1,0-33,0-26
2025-05-07,778018,Boston Red Sox,Texas Rangers,6,4,0.99,3.0,1.222,0.765,6.75,1.5,2,-2,1,0,0-31,0-27
2025-05-07,778014,Arizona Diamondbacks,New York Mets,1,7,0.648,7.0,1.222,0.861,1.0,1.222,-6,6,0,1,0-32,0-32
2025-05-07,778010,Athletics,Seattle Mariners,5,6,0.742,6.0,1.556,0.789,5.0,1.222,-1,1,0,1,0-29,0-29
2025-05-07,778020,Chicago Cubs,San Francisco Giants,1,3,0.445,3.0,1.556,0.683,1.0,0.778,-2,2,0,1,0-30,0-30
2025-05-07,778016,St. Louis Cardinals,Pittsburgh Pirates,5,0,0.869,0.0,0.556,0.285,5.625,1.75,5,-5,1,0,0-32,0-30
2025-05-07,778015,Milwaukee Brewers,Houston Astros,1,9,0.502,7.0,1.667,0.757,1.0,0.778,-8,8,0,1,0-28,0-28
2025-05-07,778022,Washington Nationals,Cleveland Guardians,6,8,0.915,8.0,1.667,0.733,6.0,2.222,-2,2,0,1,0-30,0-35
2025-05-08,777999,Arizona Diamondbacks,Los Angeles Dodgers,5,3,0.901,3.0,1.333,0.687,5.625,1.375,2,-2,1,0,0-33,0-27
2025-05-08,778000,Los Angeles Angels,Toronto Blue Jays,5,8,0.696,8.0,2.333,0.94,4.0,1.111,-3,3,0,1,0-27,0-28
2025-05-08,778003,Atlanta Braves,Cincinnati Reds,5,4,0.627,2.455,1.182,0.695,3.375,1.219,1,-1,1,0,0-29,0-30
2025-05-08,778005,Tampa Bay Rays,Philadelphia Phillies,6,7,0.881,4.5,1.2,0.744,4.5,1.6,-1,1,0,1,0-35,0-29
2025-05-08,778029,Colorado Rockies,Detroit Tigers,1,11,0.482,8.0,1.778,0.903,1.0,1.0,-10,10,0,1,0-27,0-33
2025-05-08,778004,Colorado Rockies,Detroit Tigers,2,10,0.408,6.0,1.778,0.806,2.0,0.556,-8,8,0,1,0-28,0-34
2025-05-08,778008,Kansas City Royals,Chicago White Sox,10,0,1.039,0.0,0.778,0.492,11.25,2.25,10,-10,1,0,0-30,0-31
2025-05-08,778006,Boston Red Sox,Texas Rangers,5,0,0.648,0.0,1.222,0.491,5.625,1.25,5,-5,1,0,0-32,0-28
2025-05-08,778007,Minnesota Twins,Baltimore Orioles,5,2,0.624,1.0,1.222,0.724,5.625,1.25,3,-3,1,0,0-30,0-30
2025-05-09,777994,Athletics,New York Yankees,2,10,0.464,9.0,2.222,1.194,2.0,0.889,-8,8,0,1,0-30,0-30
2025-05-09,777984,Seattle Mariners,Toronto Blue Jays,3,6,0.579,6.0,1.444,0.799,3.0,1.222,-3,3,0,1,0-29,0-29
2025-05-09,777988,Arizona Diamondbacks,Los Angeles Dodgers,11,14,1.137,12.0,2.111,1.069,11.0,1.889,-3,3,0,1,0-34,0-28
2025-05-09,777986,Los Angeles Angels,Baltimore Orioles,1,4,0.382,4.0,1.444,0.742,1.0,0.556,-3,3,0,1,0-28,0-31
2025-05-09,777992,Minnesota Twins,San Francisco Giants,3,1,0.644,1.0,0.333,0.3,3.375,1.25,2,-2,1,0,0-31,0-31
2025-05-09,777989,Houston Astros,Cincinnati Reds,3,0,0.9,0.0,1.0,0.411,3.375,1.75,3,-3,1,0,0-31,0-31
2025-05-09,777991,Chicago White Sox,Miami Marlins,6,2,0.681,2.0,1.333,0.678,5.625,1.25,4,-4,1,0,0-30,0-26
2025-05-09,777993,Colorado Rockies,San Diego Padres,9,13,1.078,9.0,2.222,1.006,8.0,1.889,-4,4,0,1,0-29,0-30
2025-05-09,777997,Cleveland Guardians,Philadelphia Phillies,6,0,0.968,0.0,1.333,0.533,6.75,1.375,6,-6,1,0,0-26,0-30
2025-05-09,778001,New York Mets,Chicago Cubs,7,2,1.087,2.0,1.111,0.686,6.75,1.875,5,-5,1,0,0-28,0-24
2025-05-09,778002,Tampa Bay Rays,Milwaukee Brewers,4,3,0.676,3.0,1.222,0.533,2.25,1.5,1,-1,1,0,0-36,0-32
2025-05-09,777995,Washington Nationals,St. Louis Cardinals,0,10,0.419,9.0,2.111,0.883,0.0,0.667,-10,10,0,1,0-31,0-29
2025-05-09,777998,Pittsburgh Pirates,Atlanta Braves,3,2,0.607,2.0,1.111,0.551,3.375,0.625,1,-1,1,0,0-30,0-31
2025-05-09,777996,Detroit Tigers,Texas Rangers,2,1,0.412,1.0,0.333,0.229,2.25,1.0,1,-1,1,0,0-27,0-29
2025-05-09,777990,Kansas City Royals,Boston Red Sox,2,1,0.561,0.0,0.5,0.329,0.0,1.059,1,-1,1,0,0-31,0-31
2025-05-10,777970,Seattle Mariners,Toronto Blue Jays,3,6,0.525,6.0,1.667,0.736,3.0,0.778,-3,3,0,1,0-30,0-30
2025-05-10,777973,Los Angeles Angels,Baltimore Orioles,5,2,0.761,2.0,1.111,0.608,5.625,1.625,3,-3,1,0,0-29,0-32
2025-05-10,777976,Colorado Rockies,San Diego Padres,0,21,0.419,18.0,3.222,1.427,0.0,0.778,-21,21,0,1,0-30,0-31
2025-05-10,777975,Arizona Diamondbacks,Los Angeles Dodgers,3,0,0.803,0.0,0.778,0.385,3.375,1.25,3,-3,1,0,0-35,0-29
2025-05-10,777974,Minnesota Twins,San Francisco Giants,2,1,0.545,1.0,0.444,0.414,2.25,0.75,1,-1,1,0,0-32,0-32
2025-05-10,777982,New York Mets,Chicago Cubs,5,6,0.709,6.0,1.444,0.705,5.0,1.111,-1,1,0,1,0-29,0-25
2025-05-10,777978,Chicago White Sox,Miami Marlins,1,3,0.454,3.0,1.111,0.672,1.0,0.667,-2,2,0,1,0-31,0-27
2025-05-10,777977,Kansas City Royals,Boston Red Sox,1,10,0.548,10.0,2.111,1.032,1.0,1.111,-9,9,0,1,0-32,0-32
2025-05-10,777983,Cleveland Guardians,Philadelphia Phillies,1,7,0.404,7.0,1.556,0.816,1.0,0.778,-6,6,0,1,0-27,0-31
2025-05-10,777987,Detroit Tigers,Texas Rangers,3,10,0.778,10.0,1.778,1.103,3.0,1.111,-7,7,0,1,0-28,0-30
2025-05-10,777981,Tampa Bay Rays,Milwaukee Brewers,3,2,0.501,2.0,0.667,0.52,3.115,1.154,1,-1,1,0,0-37,0-33
2025-05-10,777972,Athletics,New York Yankees,11,7,1.083,7.0,1.444,0.977,12.375,2.0,4,-4,1,0,0-31,0-31
2025-05-10,777985,Pittsburgh Pirates,Atlanta Braves,2,3,0.59,1.636,1.0,0.601,1.636,1.364,-1,1,0,1,0-31,0-32
2025-05-10,777980,Washington Nationals,St. Louis Cardinals,2,4,0.594,4.0,1.111,0.606,2.0,1.111,-2,2,0,1,0-32,0-30
2025-05-10,777979,Houston Astros,Cincinnati Reds,9,13,0.997,13.0,2.333,1.009,9.0,2.333,-4,4,0,1,0-32,0-32
2025-05-11,777966,Chicago White Sox,Miami Marlins,4,2,0.67,2.0,1.444,0.609,4.5,1.25,2,-2,1,0,0-32,0-28
2025-05-11,777971,Cleveland Guardians,Philadelphia Phillies,0,3,0.299,3.0,1.111,0.684,0.0,0.556,-3,3,0,1,0-28,0-32
2025-05-11,777958,Seattle Mariners,Toronto Blue Jays,1,9,0.486,9.0,2.0,1.044,1.0,0.667,-8,8,0,1,0-31,0-31
2025-05-11,777954,Arizona Diamondbacks,Los Angeles Dodgers,1,8,0.485,8.0,2.222,1.148,1.0,0.889,-7,7,0,1,0-36,0-30
2025-05-11,777957,Athletics,New York Yankees,2,12,0.598,12.0,2.222,1.008,2.0,1.111,-10,10,0,1,0-32,0-32
2025-05-11,777955,Colorado Rockies,San Diego Padres,9,3,1.067,1.0,0.667,0.362,10.125,1.875,6,-6,1,0,0-31,0-32
2025-05-11,777956,Minnesota Twins,San Francisco Giants,7,6,0.74,4.5,1.3,0.703,4.655,1.448,1,-1,1,0,0-33,0-33
2025-05-11,777961,Los Angeles Angels,Baltimore Orioles,3,7,0.579,5.0,1.444,0.775,3.0,0.889,-4,4,0,1,0-30,0-33
2025-05-11,777963,Houston Astros,Cincinnati Reds,6,0,0.845,0.0,0.444,0.276,5.625,2.0,6,-6,1,0,0-33,0-33
2025-05-11,777964,Tampa Bay Rays,Milwaukee Brewers,2,4,0.638,4.0,1.111,0.653,2.0,1.111,-2,2,0,1,0-38,0-34
2025-05-11,777969,Detroit Tigers,Texas Rangers,1,6,0.354,6.0,1.556,0.973,1.0,0.667,-5,5,0,1,0-29,0-31
2025-05-11,777965,Kansas City Royals,Boston Red Sox,1,3,0.285,3.0,1.0,0.741,1.0,0.556,-2,2,0,1,0-33,0-33
2025-05-11,777967,Pittsburgh Pirates,Atlanta Braves,4,3,0.763,3.0,1.111,0.601,3.24,1.8,1,-1,1,0,0-32,0-33
2025-05-11,777962,Washington Nationals,St. Louis Cardinals,1,6,0.536,6.0,1.556,0.918,1.0,0.778,-5,5,0,1,0-33,0-31
2025-05-11,777968,New York Mets,Chicago Cubs,6,2,1.127,2.0,0.556,0.39,6.75,1.5,4,-4,1,0,0-30,0-26
2025-05-12,777939,San Francisco Giants,Arizona Diamondbacks,1,2,0.537,2.0,1.111,0.815,1.0,1.0,-1,1,0,1,0-31,0-30
2025-05-12,777941,Seattle Mariners,New York Yankees,5,11,0.757,11.0,2.333,1.247,5.0,1.0,-6,6,0,1,0-32,0-33
2025-05-12,777947,San Diego Padres,Los Angeles Angels,5,9,0.717,8.0,1.556,0.798,3.0,1.222,-4,4,0,1,0-30,0-33
2025-05-12,777948,Houston Astros,Kansas City Royals,5,7,0.764,7.0,1.556,0.789,4.0,1.556,-2,2,0,1,0-34,0-33
2025-05-12,777949,Texas Rangers,Colorado Rockies,2,1,0.438,1.0,1.0,0.491,2.25,0.75,1,-1,1,0,0-33,0-32
2025-05-12,777959,Atlanta Braves,Washington Nationals,4,3,0.745,2.0,1.111,0.699,4.32,1.44,1,-1,1,0,0-30,0-31
2025-05-12,777950,New York Mets,Pittsburgh Pirates,4,3,0.789,2.0,1.111,0.573,4.154,1.615,1,-1,1,0,0-31,0-31
2025-05-12,777953,Philadelphia Phillies,St. Louis Cardinals,2,3,0.548,3.0,0.889,0.625,2.0,1.111,-1,1,0,1,0-31,0-32
2025-05-12,777951,Detroit Tigers,Boston Red Sox,14,2,1.073,2.0,1.222,0.691,14.625,2.625,12,-12,1,0,0-30,0-34
2025-05-12,777960,Cleveland Guardians,Milwaukee Brewers,5,0,0.567,0.0,1.333,0.589,5.625,1.5,5,-5,1,0,0-29,0-35
2025-05-12,777952,Chicago Cubs,Miami Marlins,5,2,0.904,2.0,1.111,0.617,5.625,1.375,3,-3,1,0,0-31,0-29
2025-05-13,777934,Texas Rangers,Colorado Rockies,4,1,0.802,1.0,0.889,0.429,4.5,1.375,3,-3,1,0,0-34,0-33
2025-05-13,777930,San Francisco Giants,Arizona Diamondbacks,10,6,1.118,6.0,1.667,0.867,11.25,2.375,4,-4,1,0,0-32,0-31
2025-05-13,777926,Seattle Mariners,New York Yankees,2,1,0.428,0.0,0.727,0.389,0.9,0.8,1,-1,1,0,0-33,0-34
2025-05-13,777932,San Diego Padres,Los Angeles Angels,6,4,0.71,4.0,1.0,0.719,4.5,1.75,2,-2,1,0,0-31,0-34
2025-05-13,777931,Houston Astros,Kansas City Royals,2,1,0.749,1.0,0.778,0.483,2.25,1.0,1,-1,1,0,0-35,0-34
2025-05-13,777936,Chicago Cubs,Miami Marlins,5,4,0.608,4.0,1.333,0.759,3.24,1.08,1,-1,1,0,0-32,0-30
2025-05-13,777937,Los Angeles Dodgers,Athletics,1,11,0.631,11.0,2.111,1.282,1.0,1.111,-10,10,0,1,0-26,0-33
2025-05-13,777943,New York Mets,Pittsburgh Pirates,2,1,0.536,0.0,1.222,0.532,2.25,0.875,1,-1,1,0,0-32,0-32
2025-05-13,777935,Toronto Blue Jays,Tampa Bay Rays,9,11,1.116,11.0,1.556,0.921,9.0,1.667,-2,2,0,1,0-30,0-24
2025-05-13,777945,Cincinnati Reds,Chicago White Sox,1,5,0.575,3.6,1.1,0.643,0.9,0.7,-4,4,0,1,0-32,0-32
2025-05-13,777940,Detroit Tigers,Boston Red Sox,10,9,0.881,5.727,1.455,0.893,6.3,1.5,1,-1,1,0,0-31,0-35
2025-05-13,777944,Cleveland Guardians,Milwaukee Brewers,2,0,0.847,0.0,0.444,0.262,2.25,1.375,2,-2,1,0,0-30,0-36
2025-05-13,777942,Atlanta Braves,Washington Nationals,5,2,0.843,2.0,0.778,0.456,5.625,1.625,3,-3,1,0,0-31,0-32
2025-05-14,777917,Los Angeles Dodgers,Athletics,9,3,1.235,3.0,0.778,0.518,10.125,2.375,6,-6,1,0,0-27,0-34
2025-05-14,777914,San Diego Padres,Los Angeles Angels,5,1,0.668,1.0,0.667,0.454,3.375,1.5,4,-4,1,0,0-32,0-35
2025-05-14,777920,Houston Astros,Kansas City Royals,4,3,0.805,3.0,1.333,0.736,4.5,1.25,1,-1,1,0,0-36,0-35
2025-05-14,777918,Texas Rangers,Colorado Rockies,8,3,0.968,3.0,1.0,0.672,9.0,2.25,5,-5,1,0,0-35,0-34
2025-05-14,777921,Chicago Cubs,Miami Marlins,1,3,0.502,3.0,0.778,0.751,1.0,0.778,-2,2,0,1,0-33,0-31
2025-05-14,777928,Cincinnati Reds,Chicago White Sox,2,4,0.763,4.0,1.444,0.885,2.0,1.111,-2,2,0,1,0-33,0-33
2025-05-14,777919,New York Mets,Pittsburgh Pirates,0,4,0.514,4.0,1.222,0.726,0.0,1.222,-4,4,0,1,0-33,0-33
2025-05-14,777923,Toronto Blue Jays,Tampa Bay Rays,3,1,0.648,1.0,1.0,0.515,3.375,1.125,2,-2,1,0,0-31,0-25
2025-05-14,777929,Atlanta Braves,Washington Nationals,4,5,0.651,3.0,1.444,0.79,4.0,1.222,-1,1,0,1,0-32,0-33
2025-05-14,777915,Seattle Mariners,New York Yankees,2,3,0.497,3.0,1.222,0.812,2.0,0.889,-1,1,0,1,0-34,0-35
2025-05-14,777916,San Francisco Giants,Arizona Diamondbacks,7,8,0.842,8.0,2.111,1.103,7.0,2.0,-1,1,0,1,0-33,0-32
2025-05-14,777925,Cleveland Guardians,Milwaukee Brewers,5,9,0.672,9.0,1.889,0.998,5.0,1.111,-4,4,0,1,0-31,0-37
2025-05-14,777933,Philadelphia Phillies,St. Louis Cardinals,7,14,0.893,13.0,2.444,1.127,7.0,1.444,-7,7,0,1,0-32,0-33
2025-05-14,777922,Philadelphia Phillies,St. Louis Cardinals,2,1,0.609,1.0,1.0,0.512,2.25,1.375,1,-1,1,0,0-33,0-34
2025-05-14,777938,Baltimore Orioles,Minnesota Twins,6,8,0.793,8.0,1.778,0.973,6.0,1.444,-2,2,0,1,0-28,0-32
2025-05-14,777924,Baltimore Orioles,Minnesota Twins,3,6,0.485,5.0,1.444,0.797,3.0,1.111,-3,3,0,1,0-29,0-33
2025-05-14,777927,Detroit Tigers,Boston Red Sox,6,5,0.785,5.0,1.444,0.731,6.231,1.269,1,-1,1,0,0-32,0-36
2025-05-15,777946,Los Angeles Dodgers,Athletics,19,2,1.417,2.0,0.667,0.444,21.375,3.25,17,-17,1,0,0-28,0-35
2025-05-15,777910,Texas Rangers,Houston Astros,1,0,0.37,0.0,0.778,0.393,1.125,0.375,1,-1,1,0,0-36,0-29
2025-05-15,777913,Toronto Blue Jays,Tampa Bay Rays,3,8,0.857,8.0,1.667,1.067,3.0,1.111,-5,5,0,1,0-32,0-26
2025-05-15,777912,Cincinnati Reds,Chicago White Sox,7,1,1.083,1.0,0.556,0.318,7.875,1.875,6,-6,1,0,0-34,0-34
2025-05-15,777909,Atlanta Braves,Washington Nationals,5,2,0.617,1.0,1.0,0.641,4.5,1.25,3,-3,1,0,0-33,0-34
2025-05-15,777911,Baltimore Orioles,Minnesota Twins,0,4,0.539,4.0,1.111,0.732,0.0,0.778,-4,4,0,1,0-30,0-34
2025-05-16,777895,Texas Rangers,Houston Astros,3,6,0.442,6.0,1.556,0.703,1.0,0.667,-3,3,0,1,0-37,0-30
2025-05-16,777891,San Francisco Giants,Athletics,9,1,1.104,1.0,0.778,0.406,10.125,2.25,8,-8,1,0,0-34,0-36
2025-05-16,777899,Los Angeles Dodgers,Los Angeles Angels,2,6,0.732,6.0,1.444,0.81,2.0,1.333,-4,4,0,1,0-29,0-36
2025-05-16,777896,San Diego Padres,Seattle Mariners,1,5,0.631,5.0,1.444,0.885,1.0,1.0,-4,4,0,1,0-33,0-30
2025-05-16,777897,Arizona Diamondbacks,Colorado Rockies,8,0,0.948,0.0,0.667,0.251,9.0,1.875,8,-8,1,0,0-37,0-35
2025-05-16,777898,Milwaukee Brewers,Minnesota Twins,0,3,0.393,3.0,1.111,0.583,0.0,0.667,-3,3,0,1,0-29,0-35
2025-05-16,777901,Kansas City Royals,St. Louis Cardinals,3,10,0.75,9.0,1.556,0.812,3.0,1.0,-7,7,0,1,0-34,0-35
2025-05-16,777904,New York Yankees,New York Mets,6,2,0.685,2.0,1.222,0.539,6.75,1.875,4,-4,1,0,0-33,0-33
2025-05-16,777908,Boston Red Sox,Atlanta Braves,2,4,0.661,4.0,1.333,0.731,2.0,1.0,-2,2,0,1,0-33,0-34
2025-05-16,777906,Toronto Blue Jays,Detroit Tigers,4,5,0.82,5.0,1.556,0.921,4.0,1.222,-1,1,0,1,0-33,0-35
2025-05-16,777907,Baltimore Orioles,Washington Nationals,3,4,0.868,4.0,1.111,0.652,2.0,2.0,-1,1,0,1,0-31,0-35
2025-05-16,777905,Philadelphia Phillies,Pittsburgh Pirates,8,4,0.837,4.0,1.333,0.619,9.0,2.125,4,-4,1,0,0-34,0-34
2025-05-16,777902,Cincinnati Reds,Cleveland Guardians,5,4,0.92,4.0,0.889,0.642,4.5,1.625,1,-1,1,0,0-35,0-36
2025-05-16,777900,Chicago Cubs,Chicago White Sox,13,3,1.057,3.0,1.222,0.806,9.0,2.125,10,-10,1,0,0-34,0-35
2025-05-16,777903,Miami Marlins,Tampa Bay Rays,9,4,0.971,3.0,0.778,0.429,10.125,2.5,5,-5,1,0,0-34,0-27
2025-05-17,777884,Los Angeles Dodgers,Los Angeles Angels,9,11,0.983,11.0,2.0,1.101,9.0,2.222,-2,2,0,1,0-30,0-37
2025-05-17,777879,San Francisco Giants,Athletics,1,0,0.458,0.0,0.8,0.411,0.0,1.034,1,-1,1,0,0-35,0-37
2025-05-17,777875,San Diego Padres,Seattle Mariners,1,4,0.593,4.0,1.0,0.614,1.0,1.0,-3,3,0,1,0-34,0-31
2025-05-17,777887,Arizona Diamondbacks,Colorado Rockies,12,14,1.068,14.0,2.667,1.422,10.0,2.111,-2,2,0,1,0-38,0-36
2025-05-17,777883,Milwaukee Brewers,Minnesota Twins,0,7,0.306,7.0,2.111,1.106,0.0,0.667,-7,7,0,1,0-30,0-36
2025-05-17,777893,Boston Red Sox,Atlanta Braves,7,6,0.957,6.0,2.0,0.998,7.875,1.75,1,-1,1,0,0-34,0-35
2025-05-17,777885,Kansas City Royals,St. Louis Cardinals,0,1,0.354,1.0,0.222,0.241,0.0,0.667,-1,1,0,1,0-35,0-36
2025-05-17,777882,Texas Rangers,Houston Astros,5,1,0.8,1.0,1.0,0.451,5.625,1.5,4,-4,1,0,0-38,0-31
2025-05-17,777894,Philadelphia Phillies,Pittsburgh Pirates,5,2,0.868,2.0,0.667,0.421,5.625,1.75,3,-3,1,0,0-35,0-35
2025-05-17,777889,Miami Marlins,Tampa Bay Rays,0,4,0.424,4.0,1.333,0.639,0.0,0.667,-4,4,0,1,0-35,0-28
2025-05-17,777890,Baltimore Orioles,Washington Nationals,6,10,0.703,10.0,1.556,0.87,6.0,1.222,-4,4,0,1,0-32,0-36
2025-05-17,777886,Toronto Blue Jays,Detroit Tigers,2,1,0.466,1.0,0.667,0.504,2.077,1.038,1,-1,1,0,0-34,0-36
2025-05-17,777881,Chicago Cubs,Chicago White Sox,7,3,0.915,3.0,0.778,0.587,6.75,2.5,4,-4,1,0,0-35,0-36
2025-05-17,777888,New York Yankees,New York Mets,2,3,0.757,3.0,1.333,0.637,2.0,1.333,-1,1,0,1,0-34,0-34
2025-05-17,777892,Cincinnati Reds,Cleveland Guardians,4,1,0.866,1.0,0.889,0.594,4.5,1.25,3,-3,1,0,0-36,0-37
2025-05-18,777878,New York Yankees,New York Mets,8,2,0.76,2.0,0.667,0.315,4.5,1.875,6,-6,1,0,0-35,0-35
2025-05-18,777868,San Diego Padres,Seattle Mariners,1,6,0.577,5.0,1.444,0.725,1.0,1.0,-5,5,0,1,0-35,0-32
2025-05-18,777866,Los Angeles Dodgers,Los Angeles Angels,4,6,0.52,6.0,1.556,0.85,4.0,1.0,-2,2,0,1,0-31,0-38
2025-05-18,777870,Arizona Diamondbacks,Colorado Rockies,1,0,0.541,0.0,0.778,0.385,1.125,1.0,1,-1,1,0,0-39,0-37
2025-05-18,777867,San Francisco Giants,Athletics,3,2,0.612,2.0,1.0,0.444,3.375,0.875,1,-1,1,0,0-36,0-38
2025-05-18,777872,Chicago Cubs,Chicago White Sox,6,2,0.778,2.0,1.111,0.721,5.625,1.375,4,-4,1,0,0-36,0-37
2025-05-18,777865,Milwaukee Brewers,Minnesota Twins,5,2,0.476,2.0,0.889,0.587,5.625,1.125,3,-3,1,0,0-31,0-37
2025-05-18,777874,Cincinnati Reds,Cleveland Guardians,3,1,0.824,1.0,1.444,0.693,3.375,1.375,2,-2,1,0,0-37,0-38
2025-05-18,777877,Miami Marlins,Tampa Bay Rays,5,1,0.981,1.0,0.556,0.256,5.625,1.625,4,-4,1,0,0-36,0-29
2025-05-18,777871,Toronto Blue Jays,Detroit Tigers,2,3,0.525,3.0,1.556,0.764,2.0,1.222,-1,1,0,1,0-35,0-37
2025-05-18,777876,Boston Red Sox,Atlanta Braves,4,10,0.639,10.0,2.556,1.09,4.0,1.0,-6,6,0,1,0-35,0-36
2025-05-18,777880,Philadelphia Phillies,Pittsburgh Pirates,1,0,0.254,0.0,0.778,0.412,1.125,0.5,1,-1,1,0,0-36,0-36
2025-05-18,777873,Baltimore Orioles,Washington Nationals,4,10,0.845,10.0,1.444,1.175,4.0,1.111,-6,6,0,1,0-33,0-37
2025-05-18,777869,Texas Rangers,Houston Astros,3,4,0.469,4.0,0.889,0.569,3.0,1.0,-1,1,0,1,0-39,0-32
2025-05-18,777864,Kansas City Royals,St. Louis Cardinals,2,1,0.749,1.0,1.444,0.807,2.25,1.375,1,-1,1,0,0-36,0-37
2025-05-19,777854,Los Angeles Dodgers,Arizona Diamondbacks,5,9,0.735,9.0,1.556,0.972,5.0,0.889,-4,4,0,1,0-32,0-33
2025-05-19,777853,Athletics,Los Angeles Angels,3,4,0.659,4.0,0.889,0.728,3.0,1.333,-1,1,0,1,0-33,0-39
2025-05-19,777855,San Francisco Giants,Kansas City Royals,1,3,0.507,3.0,1.333,0.797,1.0,1.0,-2,2,0,1,0-37,0-36
2025-05-19,777852,Colorado Rockies,Philadelphia Phillies,3,9,0.545,8.0,2.111,1.146,3.0,0.667,-6,6,0,1,0-32,0-33
2025-05-19,777862,St. Louis Cardinals,Detroit Tigers,11,4,1.095,2.0,1.111,0.619,11.25,2.25,7,-7,1,0,0-33,0-38
2025-05-19,777860,Milwaukee Brewers,Baltimore Orioles,5,4,0.91,4.0,1.111,0.664,5.625,2.0,1,-1,1,0,0-32,0-34
2025-05-19,777857,Chicago White Sox,Seattle Mariners,1,5,0.393,5.0,1.222,0.604,1.0,0.778,-4,4,0,1,0-33,0-33
2025-05-19,777858,Tampa Bay Rays,Houston Astros,3,4,0.582,4.0,1.333,0.891,3.0,0.889,-1,1,0,1,0-39,0-33
2025-05-19,777856,Boston Red Sox,New York Mets,3,1,0.771,1.0,1.222,0.614,3.375,1.5,2,-2,1,0,0-36,0-36
2025-05-19,777863,Miami Marlins,Chicago Cubs,8,7,0.991,7.0,1.778,0.855,8.308,1.385,1,-1,1,0,0-37,0-27
2025-05-19,777859,Pittsburgh Pirates,Cincinnati Reds,1,7,0.438,6.0,1.667,0.889,1.0,0.667,-6,6,0,1,0-33,0-34
2025-05-19,777861,Minnesota Twins,Cleveland Guardians,6,5,0.963,5.0,1.111,0.69,6.231,2.077,1,-1,1,0,0-34,0-39
2025-05-20,777838,Los Angeles Dodgers,Arizona Diamondbacks,4,3,0.678,1.8,1.0,0.628,2.793,1.241,1,-1,1,0,0-33,0-34
2025-05-20,777843,Athletics,Los Angeles Angels,5,7,0.886,7.0,1.556,0.883,5.0,1.333,-2,2,0,1,0-34,0-40
2025-05-20,777836,San Francisco Giants,Kansas City Royals,3,2,0.698,1.0,0.889,0.54,2.25,1.375,1,-1,1,0,0-38,0-37
2025-05-20,777842,Colorado Rockies,Philadelphia Phillies,4,7,0.591,7.0,2.111,0.98,4.0,1.222,-3,3,0,1,0-33,0-34
2025-05-20,777840,St. Louis Cardinals,Detroit Tigers,4,5,0.65,5.0,0.778,0.647,4.0,1.222,-1,1,0,1,0-34,0-39
2025-05-20,777844,Milwaukee Brewers,Baltimore Orioles,5,2,0.945,2.0,1.111,0.572,5.625,1.75,3,-3,1,0,0-33,0-35
2025-05-20,777846,Chicago White Sox,Seattle Mariners,1,0,0.558,0.0,0.889,0.506,1.125,1.0,1,-1,1,0,0-34,0-34
2025-05-20,777849,New York Yankees,Texas Rangers,5,2,0.897,2.0,1.111,0.699,5.625,1.5,3,-3,1,0,0-36,0-32
2025-05-20,777848,Tampa Bay Rays,Houston Astros,3,2,0.599,2.0,1.111,0.678,3.115,1.154,1,-1,1,0,0-40,0-34
2025-05-20,777847,Pittsburgh Pirates,Cincinnati Reds,1,0,0.603,0.0,0.556,0.433,1.125,1.25,1,-1,1,0,0-34,0-35
2025-05-20,777850,Miami Marlins,Chicago Cubs,1,14,0.587,14.0,2.556,1.153,1.0,1.0,-13,13,0,1,0-38,0-28
2025-05-20,777845,Toronto Blue Jays,San Diego Padres,3,0,0.545,0.0,0.667,0.381,3.375,0.625,3,-3,1,0,0-36,0-33
2025-05-20,777841,Washington Nationals,Atlanta Braves,5,3,0.84,3.0,0.889,0.649,5.625,1.5,2,-2,1,0,0-34,0-37
2025-05-20,777851,Boston Red Sox,New York Mets,2,0,0.698,0.0,0.778,0.437,2.25,1.0,2,-2,1,0,0-37,0-37
2025-05-21,777824,Los Angeles Dodgers,Arizona Diamondbacks,3,1,0.476,1.0,0.889,0.56,3.375,0.75,2,-2,1,0,0-34,0-35
2025-05-21,777828,Athletics,Los Angeles Angels,5,10,0.938,10.0,1.889,1.257,5.0,2.0,-5,5,0,1,0-35,0-41
2025-05-21,777823,Colorado Rockies,Philadelphia Phillies,5,9,0.831,8.0,1.889,0.974,5.0,1.556,-4,4,0,1,0-34,0-35
2025-05-21,777837,Toronto Blue Jays,San Diego Padres,14,0,0.997,0.0,0.556,0.424,10.125,2.125,14,-14,1,0,0-37,0-34
2025-05-21,777835,New York Yankees,Texas Rangers,4,3,0.698,3.0,1.333,0.861,4.32,0.96,1,-1,1,0,0-37,0-33
2025-05-21,777831,Boston Red Sox,New York Mets,1,5,0.491,5.0,1.556,0.788,1.0,0.889,-4,4,0,1,0-38,0-38
