date,gamePk,home_team,away_team,home_score,away_score,home_ops,home_era,home_whip,away_ops,away_era,away_whip,run_diff_home,run_diff_away,result_home,result_away,home_record,away_record
2025-04-03,778468,Milwaukee Brewers,Cincinnati Reds,1,0,0.421,0.0,0.556,0.252,0.0,0.75,1,-1,1,0,0-13,0-11
2025-04-03,778466,New York Yankees,Arizona Diamondbacks,9,7,1.137,7.0,1.444,0.745,10.125,2.125,2,-2,1,0,0-17,0-14
2025-04-03,778462,Minnesota Twins,Houston Astros,2,5,0.375,5.0,1.0,0.812,2.0,0.556,-3,3,0,1,0-13,0-11
2025-04-03,778467,Philadelphia Phillies,Colorado Rockies,3,1,0.86,1.0,1.111,0.621,1.125,1.875,2,-2,1,0,0-14,0-18
2025-04-03,778470,Baltimore Orioles,Boston Red Sox,4,8,0.771,8.0,1.444,0.928,4.0,1.222,-4,4,0,1,0-13,0-18
2025-04-04,778447,Los Angeles Angels,Cleveland Guardians,6,8,0.903,8.0,1.778,1.018,4.0,1.778,-2,2,0,1,0-12,0-21
2025-04-04,778453,Milwaukee Brewers,Cincinnati Reds,3,2,0.603,0.0,0.889,0.438,3.375,1.125,1,-1,1,0,0-14,0-12
2025-04-04,778454,Texas Rangers,Tampa Bay Rays,5,2,0.67,2.0,0.889,0.454,5.625,1.0,3,-3,1,0,0-17,0-12
2025-04-04,778455,Kansas City Royals,Baltimore Orioles,8,2,0.748,1.0,0.889,0.5,7.875,1.625,6,-6,1,0,0-14,0-16
2025-04-04,778464,Atlanta Braves,Miami Marlins,10,0,1.055,0.0,0.444,0.258,11.25,2.375,10,-10,1,0,0-12,0-12
2025-04-04,778459,Philadelphia Phillies,Los Angeles Dodgers,3,2,0.572,2.0,1.0,0.583,2.25,1.25,1,-1,1,0,0-15,0-10
2025-04-04,778457,Washington Nationals,Arizona Diamondbacks,4,6,0.735,6.0,1.444,0.874,4.0,0.889,-2,2,0,1,0-15,0-15
2025-04-04,778456,Colorado Rockies,Athletics,3,6,0.745,3.273,1.273,0.692,2.455,1.545,-3,3,0,1,0-11,0-17
2025-04-04,778461,Pittsburgh Pirates,New York Yankees,4,9,0.773,9.0,2.111,0.942,4.0,1.333,-5,5,0,1,0-11,0-14
2025-04-04,778465,New York Mets,Toronto Blue Jays,5,0,0.651,0.0,0.778,0.399,5.625,1.0,5,-5,1,0,0-12,0-11
2025-04-04,778460,Chicago Cubs,San Diego Padres,3,1,0.413,1.0,0.778,0.556,2.25,1.25,2,-2,1,0,0-14,0-12
2025-04-04,778463,Boston Red Sox,St. Louis Cardinals,13,9,1.236,8.0,1.778,0.931,14.625,3.0,4,-4,1,0,0-13,0-12
2025-04-04,778458,Detroit Tigers,Chicago White Sox,7,4,1.091,4.0,1.222,0.613,7.875,1.875,3,-3,1,0,0-11,0-12
2025-04-04,778444,San Francisco Giants,Seattle Mariners,10,9,0.969,4.091,2.0,0.838,7.594,2.156,1,-1,1,0,0-14,0-12
2025-04-05,778446,New York Mets,Toronto Blue Jays,3,2,0.73,2.0,1.556,0.683,3.115,1.269,1,-1,1,0,0-13,0-12
2025-04-05,778437,Los Angeles Angels,Cleveland Guardians,10,4,1.153,3.0,1.222,0.691,11.25,2.125,6,-6,1,0,0-13,0-22
2025-04-05,778436,San Francisco Giants,Seattle Mariners,4,1,0.852,1.0,1.444,0.694,4.5,1.75,3,-3,1,0,0-15,0-13
2025-04-05,778442,Colorado Rockies,Athletics,4,7,0.802,6.0,2.0,1.027,4.0,1.333,-3,3,0,1,0-12,0-18
2025-04-05,778451,Atlanta Braves,Miami Marlins,0,4,0.608,4.0,1.667,0.943,0.0,1.0,-4,4,0,1,0-13,0-13
2025-04-05,778439,Milwaukee Brewers,Cincinnati Reds,7,11,0.802,11.0,1.778,1.151,5.0,1.778,-4,4,0,1,0-15,0-13
2025-04-05,778438,Texas Rangers,Tampa Bay Rays,6,4,0.779,4.0,1.111,0.806,6.75,1.25,2,-2,1,0,0-18,0-13
2025-04-05,778452,Washington Nationals,Arizona Diamondbacks,4,3,0.624,3.0,1.222,0.472,4.5,1.0,1,-1,1,0,0-16,0-16
2025-04-05,778449,Pittsburgh Pirates,New York Yankees,4,10,0.506,10.0,1.778,1.113,4.0,1.0,-6,6,0,1,0-12,0-15
2025-04-05,778448,Philadelphia Phillies,Los Angeles Dodgers,1,3,0.357,3.0,1.0,0.681,1.0,0.667,-2,2,0,1,0-16,0-11
2025-04-05,778450,Chicago Cubs,San Diego Padres,7,1,0.96,1.0,1.0,0.558,7.875,2.375,6,-6,1,0,0-15,0-13
2025-04-05,778440,Minnesota Twins,Houston Astros,6,1,0.681,1.0,1.222,0.697,5.625,1.25,5,-5,1,0,0-14,0-12
2025-04-05,778445,Detroit Tigers,Chicago White Sox,7,2,0.999,2.0,1.222,0.627,7.875,1.75,5,-5,1,0,0-12,0-13
2025-04-05,778441,Kansas City Royals,Baltimore Orioles,1,8,0.515,8.0,1.889,0.864,1.0,0.889,-7,7,0,1,0-15,0-17
2025-04-06,778425,Los Angeles Angels,Cleveland Guardians,6,2,0.917,2.0,0.778,0.442,4.5,1.25,4,-4,1,0,0-14,0-23
2025-04-06,778427,San Francisco Giants,Seattle Mariners,5,4,0.611,4.0,1.556,0.894,5.192,1.154,1,-1,1,0,0-16,0-14
2025-04-06,778423,Colorado Rockies,Athletics,12,5,1.075,5.0,1.333,0.744,13.5,2.125,7,-7,1,0,0-13,0-19
2025-04-06,778420,Texas Rangers,Tampa Bay Rays,4,3,0.59,3.0,1.0,0.515,3.115,1.038,1,-1,1,0,0-19,0-14
2025-04-06,778430,Chicago Cubs,San Diego Padres,7,8,0.702,7.0,2.333,0.849,7.0,1.556,-1,1,0,1,0-16,0-14
2025-04-06,778421,Milwaukee Brewers,Cincinnati Reds,8,2,0.861,2.0,0.889,0.526,9.0,1.375,6,-6,1,0,0-16,0-14
2025-04-06,778419,Minnesota Twins,Houston Astros,7,9,0.778,6.3,1.7,0.85,6.3,1.7,-2,2,0,1,0-15,0-13
2025-04-06,778433,Detroit Tigers,Chicago White Sox,4,3,0.675,2.0,0.778,0.406,4.32,1.8,1,-1,1,0,0-13,0-14
2025-04-06,778435,New York Mets,Toronto Blue Jays,2,1,0.629,1.0,1.0,0.482,2.25,1.25,1,-1,1,0,0-14,0-13
2025-04-06,778428,Pittsburgh Pirates,New York Yankees,5,4,0.583,3.273,1.0,0.53,3.484,1.161,1,-1,1,0,0-13,0-16
2025-04-06,778434,Philadelphia Phillies,Los Angeles Dodgers,8,7,0.77,7.0,1.222,0.83,9.0,2.125,1,-1,1,0,0-17,0-12
2025-04-06,778432,Boston Red Sox,St. Louis Cardinals,18,7,1.196,5.0,1.667,0.881,16.875,3.125,11,-11,1,0,0-14,0-13
2025-04-06,778443,Boston Red Sox,St. Louis Cardinals,5,4,0.734,3.6,1.7,0.738,3.857,1.714,1,-1,1,0,0-15,0-14
2025-04-06,778429,Washington Nationals,Arizona Diamondbacks,5,4,0.858,4.0,1.333,0.824,5.625,1.75,1,-1,1,0,0-17,0-17
2025-04-06,778422,Kansas City Royals,Baltimore Orioles,4,1,0.837,0.0,0.556,0.285,1.125,1.625,3,-3,1,0,0-16,0-18
2025-04-07,778413,Arizona Diamondbacks,Baltimore Orioles,1,5,0.413,5.0,1.333,0.679,1.0,0.556,-4,4,0,1,0-18,0-19
2025-04-07,778414,Athletics,San Diego Padres,4,5,0.788,5.0,1.111,0.821,4.0,1.333,-1,1,0,1,0-15,0-15
2025-04-07,778410,San Francisco Giants,Cincinnati Reds,0,2,0.318,2.0,0.889,0.48,0.0,0.556,-2,2,0,1,0-17,0-15
2025-04-07,778405,Seattle Mariners,Houston Astros,4,3,0.466,1.0,0.667,0.343,4.5,0.75,1,-1,1,0,0-18,0-14
2025-04-07,778411,Chicago Cubs,Texas Rangers,7,0,0.836,0.0,0.556,0.265,7.875,1.625,7,-7,1,0,0-17,0-14
2025-04-07,778412,Kansas City Royals,Minnesota Twins,4,2,0.83,2.0,1.0,0.581,4.5,1.625,2,-2,1,0,0-17,0-18
2025-04-07,778426,Boston Red Sox,Toronto Blue Jays,2,6,0.498,6.0,2.0,0.807,1.0,1.0,-4,4,0,1,0-16,0-14
2025-04-07,778418,Washington Nationals,Los Angeles Dodgers,6,4,0.78,4.0,1.333,0.744,4.5,1.5,2,-2,1,0,0-18,0-13
2025-04-07,778415,Pittsburgh Pirates,St. Louis Cardinals,8,4,0.858,4.0,1.333,0.744,9.0,1.5,4,-4,1,0,0-14,0-15
2025-04-07,778424,Detroit Tigers,New York Yankees,6,2,0.589,1.0,1.111,0.551,5.625,1.25,4,-4,1,0,0-14,0-17
2025-04-07,778416,New York Mets,Miami Marlins,2,0,0.744,0.0,1.111,0.536,2.25,1.75,2,-2,1,0,0-15,0-14
2025-04-08,778401,Chicago Cubs,Texas Rangers,10,6,0.91,6.0,1.444,0.886,6.75,2.25,4,-4,1,0,0-18,0-15
2025-04-08,778395,Athletics,San Diego Padres,10,4,0.966,3.0,1.444,0.72,11.25,2.0,6,-6,1,0,0-16,0-16
2025-04-08,778397,San Francisco Giants,Cincinnati Reds,0,1,0.328,1.0,1.0,0.598,0.0,0.556,-1,1,0,1,0-18,0-16
2025-04-08,778398,Seattle Mariners,Houston Astros,1,2,0.38,0.0,1.083,0.527,0.75,0.667,-1,1,0,1,0-19,0-15
2025-04-08,778396,Arizona Diamondbacks,Baltimore Orioles,4,3,0.767,2.0,0.667,0.437,4.5,1.5,1,-1,1,0,0-19,0-20
2025-04-08,778394,Colorado Rockies,Milwaukee Brewers,1,7,0.531,7.0,1.222,0.963,1.0,1.0,-6,6,0,1,0-14,0-16
2025-04-08,778400,Kansas City Royals,Minnesota Twins,2,1,0.336,1.0,0.778,0.538,0.0,0.75,1,-1,1,0,0-18,0-19
2025-04-08,778404,Boston Red Sox,Toronto Blue Jays,1,6,0.522,3.0,1.556,0.673,1.0,1.0,-5,5,0,1,0-17,0-15
2025-04-08,778417,Tampa Bay Rays,Los Angeles Angels,3,4,0.888,4.0,1.333,0.611,3.0,1.444,-1,1,0,1,0-17,0-19
2025-04-08,778409,Washington Nationals,Los Angeles Dodgers,8,2,0.908,2.0,1.444,0.706,9.0,1.75,6,-6,1,0,0-19,0-14
2025-04-08,778408,Pittsburgh Pirates,St. Louis Cardinals,3,5,0.556,5.0,1.0,0.558,3.0,0.667,-2,2,0,1,0-15,0-16
2025-04-08,778407,New York Mets,Miami Marlins,10,5,0.919,5.0,1.111,0.611,7.875,2.125,5,-5,1,0,0-16,0-15
2025-04-08,778402,Cleveland Guardians,Chicago White Sox,1,0,0.384,0.0,0.778,0.293,1.125,1.0,1,-1,1,0,0-10,0-15
2025-04-08,778403,Detroit Tigers,New York Yankees,5,0,1.022,0.0,0.778,0.4,5.625,1.25,5,-5,1,0,0-15,0-18
2025-04-08,778406,Atlanta Braves,Philadelphia Phillies,7,5,0.981,5.0,1.333,0.752,7.875,2.125,2,-2,1,0,0-14,0-15
2025-04-09,778399,Tampa Bay Rays,Los Angeles Angels,5,4,0.795,4.0,1.333,0.867,5.625,1.25,1,-1,1,0,0-18,0-20
2025-04-09,778393,Atlanta Braves,Philadelphia Phillies,3,4,0.762,4.0,1.556,0.779,3.0,1.667,-1,1,0,1,0-15,0-16
2025-04-09,778386,Boston Red Sox,Toronto Blue Jays,1,2,0.31,0.818,0.727,0.388,0.0,0.455,-1,1,0,1,0-18,0-16
2025-04-09,778379,Colorado Rockies,Milwaukee Brewers,2,17,0.668,11.0,2.0,1.0,2.0,1.444,-15,15,0,1,0-15,0-17
2025-04-09,778391,Cleveland Guardians,Chicago White Sox,3,2,0.554,1.0,1.556,0.615,3.375,1.25,1,-1,1,0,0-11,0-16
2025-04-09,778388,Kansas City Royals,Minnesota Twins,0,4,0.271,4.0,1.111,0.798,0.0,0.444,-4,4,0,1,0-19,0-20
2025-04-09,778392,Washington Nationals,Los Angeles Dodgers,5,6,0.644,6.0,1.333,0.782,5.0,1.333,-1,1,0,1,0-20,0-15
2025-04-09,778383,Seattle Mariners,Houston Astros,7,6,0.707,5.0,1.889,0.684,7.269,1.5,1,-1,1,0,0-20,0-16
2025-04-09,778380,Arizona Diamondbacks,Baltimore Orioles,9,0,1.256,0.0,0.667,0.343,10.125,2.125,9,-9,1,0,0-20,0-21
2025-04-09,778381,Athletics,San Diego Padres,1,2,0.303,2.0,1.556,0.737,1.0,0.778,-1,1,0,1,0-17,0-17
2025-04-09,778385,Chicago Cubs,Texas Rangers,2,6,0.35,6.0,1.333,0.883,2.0,0.556,-4,4,0,1,0-19,0-16
2025-04-09,778387,Detroit Tigers,New York Yankees,3,4,0.585,3.0,1.333,0.665,3.0,1.111,-1,1,0,1,0-16,0-19
2025-04-09,778390,New York Mets,Miami Marlins,0,5,0.205,3.0,1.667,0.691,0.0,0.444,-5,5,0,1,0-17,0-16
2025-04-09,778389,Pittsburgh Pirates,St. Louis Cardinals,2,1,0.434,0.0,0.769,0.395,0.0,1.135,1,-1,1,0,0-16,0-17
2025-04-09,778376,San Francisco Giants,Cincinnati Reds,8,6,0.944,4.5,1.0,0.46,6.75,1.393,2,-2,1,0,0-19,0-17
2025-04-10,778373,Kansas City Royals,Minnesota Twins,3,2,0.57,2.0,1.111,0.602,3.375,1.125,1,-1,1,0,0-20,0-21
2025-04-10,778382,Tampa Bay Rays,Los Angeles Angels,1,11,0.523,10.0,1.667,1.216,1.0,1.0,-10,10,0,1,0-19,0-21
2025-04-10,778378,Cleveland Guardians,Chicago White Sox,6,1,0.851,1.0,0.889,0.429,6.75,1.625,5,-5,1,0,0-12,0-17
2025-04-10,778371,Colorado Rockies,Milwaukee Brewers,7,2,1.053,2.0,1.111,0.496,7.875,2.125,5,-5,1,0,0-16,0-18
2025-04-10,778377,Boston Red Sox,Toronto Blue Jays,4,3,0.57,1.8,1.1,0.55,1.862,1.241,1,-1,1,0,0-19,0-17
2025-04-10,778384,Atlanta Braves,Philadelphia Phillies,4,2,0.706,0.818,1.364,0.616,2.7,1.1,2,-2,1,0,0-16,0-17
2025-04-11,778361,San Diego Padres,Colorado Rockies,8,0,0.915,0.0,0.444,0.296,7.875,1.5,8,-8,1,0,0-19,0-19
2025-04-11,778360,Seattle Mariners,Texas Rangers,5,3,0.82,3.0,1.222,0.749,5.625,1.25,2,-2,1,0,0-21,0-17
2025-04-11,778374,Cincinnati Reds,Pittsburgh Pirates,5,3,0.582,3.0,0.889,0.518,3.375,1.25,2,-2,1,0,0-19,0-19
2025-04-11,778365,St. Louis Cardinals,Philadelphia Phillies,2,0,0.691,0.0,0.556,0.256,2.25,1.75,2,-2,1,0,0-18,0-18
2025-04-11,778364,Arizona Diamondbacks,Milwaukee Brewers,0,7,0.305,6.0,1.444,0.702,0.0,0.556,-7,7,0,1,0-21,0-19
2025-04-11,778363,Minnesota Twins,Detroit Tigers,6,7,0.83,5.0,1.444,0.665,6.0,1.889,-1,1,0,1,0-16,0-19
2025-04-11,778375,Cleveland Guardians,Kansas City Royals,7,0,0.881,0.0,1.111,0.467,4.5,1.875,7,-7,1,0,0-13,0-17
2025-04-11,778366,Chicago White Sox,Boston Red Sox,11,1,0.844,1.0,1.0,0.618,5.625,2.0,10,-10,1,0,0-18,0-19
2025-04-11,778369,Miami Marlins,Washington Nationals,4,7,0.649,7.0,1.778,0.9,3.0,1.222,-3,3,0,1,0-19,0-15
2025-04-11,778370,New York Yankees,San Francisco Giants,1,9,0.495,14.294,3.0,1.061,1.8,1.4,-8,8,0,1,0-18,0-16
2025-04-11,778367,Tampa Bay Rays,Atlanta Braves,6,3,0.929,3.0,1.111,0.727,6.75,1.5,3,-3,1,0,0-20,0-19
2025-04-11,778358,Athletics,New York Mets,6,7,0.89,4.0,1.556,0.862,6.0,1.778,-1,1,0,1,0-18,0-17
2025-04-11,778368,Houston Astros,Los Angeles Angels,14,3,1.254,3.0,1.111,0.73,15.75,3.125,11,-11,1,0,0-19,0-22
2025-04-11,778356,Los Angeles Dodgers,Chicago Cubs,3,0,0.594,0.0,0.333,0.211,3.375,1.125,3,-3,1,0,0-14,0-12
2025-04-12,778351,Houston Astros,Los Angeles Angels,1,4,0.439,4.0,1.111,0.699,1.0,0.778,-3,3,0,1,0-20,0-23
2025-04-12,778350,Arizona Diamondbacks,Milwaukee Brewers,5,4,0.919,4.0,0.889,0.565,5.192,2.077,1,-1,1,0,0-22,0-20
2025-04-12,778357,Cincinnati Reds,Pittsburgh Pirates,5,2,0.599,2.0,0.778,0.464,5.625,0.875,3,-3,1,0,0-20,0-20
2025-04-12,778345,Los Angeles Dodgers,Chicago Cubs,0,16,0.375,16.0,2.778,1.309,0.0,0.667,-16,16,0,1,0-15,0-13
2025-04-12,778341,Seattle Mariners,Texas Rangers,9,2,1.057,2.0,1.111,0.58,9.0,1.875,7,-7,1,0,0-22,0-18
2025-04-12,778352,San Diego Padres,Colorado Rockies,2,0,0.553,0.0,0.556,0.328,2.25,0.75,2,-2,1,0,0-20,0-20
2025-04-12,778359,Cleveland Guardians,Kansas City Royals,6,3,0.767,3.0,0.889,0.517,6.75,1.625,3,-3,1,0,0-14,0-18
2025-04-12,778348,Minnesota Twins,Detroit Tigers,0,4,0.354,3.0,0.889,0.531,0.0,0.556,-4,4,0,1,0-17,0-20
2025-04-12,778349,Chicago White Sox,Boston Red Sox,3,2,0.46,2.0,1.444,0.623,3.24,0.84,1,-1,1,0,0-19,0-20
2025-04-12,778347,St. Louis Cardinals,Philadelphia Phillies,1,4,0.636,4.0,1.222,0.621,1.0,1.222,-3,3,0,1,0-19,0-19
2025-04-12,778355,New York Yankees,San Francisco Giants,8,4,0.921,2.0,1.333,0.67,9.0,1.875,4,-4,1,0,0-19,0-17
2025-04-12,778354,Miami Marlins,Washington Nationals,7,6,0.934,6.0,1.333,0.528,7.875,1.75,1,-1,1,0,0-20,0-16
2025-04-12,778362,Baltimore Orioles,Toronto Blue Jays,5,4,0.619,4.0,1.667,0.905,3.375,0.75,1,-1,1,0,0-14,0-18
2025-04-12,778353,Tampa Bay Rays,Atlanta Braves,4,5,0.942,5.0,2.111,1.189,4.0,1.889,-1,1,0,1,0-21,0-20
2025-04-12,778346,Athletics,New York Mets,3,1,0.677,1.0,1.0,0.523,3.375,1.125,2,-2,1,0,0-19,0-18
2025-04-13,778331,Los Angeles Dodgers,Chicago Cubs,2,4,0.52,4.0,1.111,0.886,2.0,1.111,-2,2,0,1,0-16,0-14
2025-04-13,778332,Arizona Diamondbacks,Milwaukee Brewers,5,2,0.75,2.0,1.111,0.597,3.375,1.75,3,-3,1,0,0-23,0-21
2025-04-13,778334,Seattle Mariners,Texas Rangers,3,1,0.55,1.0,0.556,0.414,2.25,0.75,2,-2,1,0,0-23,0-19
2025-04-13,778330,San Diego Padres,Colorado Rockies,6,0,0.916,0.0,0.333,0.175,6.75,2.125,6,-6,1,0,0-21,0-21
2025-04-13,778333,Athletics,New York Mets,0,8,0.406,7.0,2.0,0.913,0.0,0.778,-8,8,0,1,0-20,0-19
2025-04-13,778336,St. Louis Cardinals,Philadelphia Phillies,7,0,0.96,0.0,0.444,0.229,7.875,1.375,7,-7,1,0,0-20,0-20
2025-04-13,778338,Chicago White Sox,Boston Red Sox,1,3,0.285,3.0,1.222,0.669,1.0,0.556,-2,2,0,1,0-20,0-21
2025-04-13,778335,Minnesota Twins,Detroit Tigers,5,1,0.809,1.0,0.667,0.487,5.625,1.25,4,-4,1,0,0-18,0-21
2025-04-13,778337,Miami Marlins,Washington Nationals,11,4,1.071,4.0,2.0,0.742,12.375,2.625,7,-7,1,0,0-21,0-17
2025-04-13,778340,Tampa Bay Rays,Atlanta Braves,8,3,0.847,0.0,0.667,0.335,7.875,1.625,5,-5,1,0,0-22,0-21
2025-04-13,778343,Cincinnati Reds,Pittsburgh Pirates,4,0,0.539,0.0,0.333,0.272,4.5,1.125,4,-4,1,0,0-21,0-21
2025-04-13,778342,Cleveland Guardians,Kansas City Royals,2,4,0.355,4.0,1.222,0.739,1.0,0.556,-2,2,0,1,0-15,0-19
2025-04-13,778339,New York Yankees,San Francisco Giants,4,5,0.653,4.0,1.0,0.587,4.0,1.111,-1,1,0,1,0-20,0-18
2025-04-13,778344,Baltimore Orioles,Toronto Blue Jays,6,7,0.719,5.4,1.8,0.935,3.6,1.1,-1,1,0,1,0-15,0-19
2025-04-13,778329,Houston Astros,Los Angeles Angels,7,3,0.697,3.0,1.0,0.77,7.875,1.375,4,-4,1,0,0-21,0-24
2025-04-14,778326,Los Angeles Dodgers,Colorado Rockies,5,3,0.984,3.0,1.111,0.709,4.5,1.875,2,-2,1,0,0-17,0-22
2025-04-14,778315,San Diego Padres,Chicago Cubs,10,4,1.053,3.0,1.556,0.815,11.25,2.375,6,-6,1,0,0-22,0-15
2025-04-14,778325,St. Louis Cardinals,Houston Astros,8,3,1.06,3.0,1.0,0.608,9.0,2.0,5,-5,1,0,0-21,0-17
2025-04-14,778324,Minnesota Twins,New York Mets,1,5,0.397,4.0,1.111,0.653,1.0,0.667,-4,4,0,1,0-19,0-20
2025-04-14,778323,Milwaukee Brewers,Detroit Tigers,1,9,0.362,5.0,1.333,0.697,1.0,0.667,-8,8,0,1,0-17,0-22
2025-04-14,778327,New York Yankees,Kansas City Royals,4,1,1.011,1.0,0.667,0.354,4.5,1.375,3,-3,1,0,0-21,0-20
2025-04-14,778321,Pittsburgh Pirates,Washington Nationals,10,3,1.044,2.0,0.667,0.406,11.25,2.375,7,-7,1,0,0-17,0-18
2025-04-14,778322,Toronto Blue Jays,Atlanta Braves,4,8,0.535,8.0,1.111,0.854,4.0,0.778,-4,4,0,1,0-18,0-22
2025-04-14,778328,Tampa Bay Rays,Boston Red Sox,16,1,1.205,1.0,0.667,0.469,16.875,2.5,15,-15,1,0,0-23,0-22
2025-04-14,778320,Philadelphia Phillies,San Francisco Giants,4,10,0.708,8.0,1.556,1.008,4.0,1.333,-6,6,0,1,0-18,0-19
2025-04-15,778302,Los Angeles Dodgers,Colorado Rockies,6,2,0.945,2.0,1.111,0.536,6.75,2.25,4,-4,1,0,0-18,0-23
2025-04-15,778305,San Diego Padres,Chicago Cubs,1,2,0.502,0.9,1.3,0.652,0.0,0.9,-1,1,0,1,0-23,0-16
2025-04-15,778306,Texas Rangers,Los Angeles Angels,4,0,0.713,0.0,0.778,0.442,3.375,1.25,4,-4,1,0,0-20,0-25
2025-04-15,778308,St. Louis Cardinals,Houston Astros,0,2,0.5,2.0,1.111,0.681,0.0,0.889,-2,2,0,1,0-22,0-18
2025-04-15,778310,Milwaukee Brewers,Detroit Tigers,5,0,0.823,0.0,0.444,0.2,3.375,1.75,5,-5,1,0,0-18,0-23
2025-04-15,778311,Toronto Blue Jays,Atlanta Braves,6,3,0.716,3.0,1.111,0.778,6.75,1.125,3,-3,1,0,0-19,0-23
2025-04-15,778309,Chicago White Sox,Athletics,3,12,0.573,12.0,1.778,1.022,3.0,1.111,-9,9,0,1,0-21,0-20
2025-04-15,778319,Tampa Bay Rays,Boston Red Sox,4,7,0.631,7.0,1.667,0.947,4.0,1.222,-3,3,0,1,0-24,0-23
2025-04-15,778317,Baltimore Orioles,Cleveland Guardians,3,6,0.652,6.0,1.556,0.874,3.0,1.111,-3,3,0,1,0-16,0-24
2025-04-15,778313,Philadelphia Phillies,San Francisco Giants,6,4,1.013,4.0,1.111,0.572,6.75,1.75,2,-2,1,0,0-19,0-20
2025-04-15,778318,Miami Marlins,Arizona Diamondbacks,4,10,0.669,10.0,1.556,0.906,4.0,1.222,-6,6,0,1,0-22,0-18
2025-04-15,778316,Cincinnati Reds,Seattle Mariners,8,4,0.824,4.0,1.222,0.671,9.0,2.0,4,-4,1,0,0-22,0-15
2025-04-15,778314,Pittsburgh Pirates,Washington Nationals,0,3,0.285,3.0,1.222,0.633,0.0,0.556,-3,3,0,1,0-18,0-19
2025-04-15,778312,New York Yankees,Kansas City Royals,4,2,0.567,2.0,0.778,0.518,4.5,1.5,2,-2,1,0,0-22,0-21
2025-04-15,778307,Minnesota Twins,New York Mets,6,3,0.92,3.0,0.889,0.691,4.5,1.625,3,-3,1,0,0-20,0-21
2025-04-16,778303,Miami Marlins,Arizona Diamondbacks,2,6,0.631,6.0,1.444,0.962,2.0,1.111,-4,4,0,1,0-23,0-19
2025-04-16,778287,Los Angeles Dodgers,Colorado Rockies,8,7,0.94,7.0,1.333,0.808,9.0,1.75,1,-1,1,0,0-19,0-24
2025-04-16,778289,Texas Rangers,Los Angeles Angels,3,1,0.743,1.0,0.778,0.468,3.375,1.625,2,-2,1,0,0-21,0-26
2025-04-16,778294,Chicago White Sox,Athletics,1,3,0.691,3.0,1.222,0.621,1.0,1.222,-2,2,0,1,0-22,0-21
2025-04-16,778300,New York Yankees,Kansas City Royals,4,3,0.813,3.0,0.889,0.476,4.5,1.5,1,-1,1,0,0-23,0-22
2025-04-16,778298,Tampa Bay Rays,Boston Red Sox,0,1,0.385,1.0,0.889,0.59,0.0,0.778,-1,1,0,1,0-25,0-24
2025-04-16,778296,Philadelphia Phillies,San Francisco Giants,4,11,0.631,10.0,2.444,0.915,4.0,1.444,-7,7,0,1,0-20,0-21
2025-04-16,778304,Cincinnati Reds,Seattle Mariners,3,5,0.706,4.0,1.556,0.855,3.0,1.333,-2,2,0,1,0-23,0-16
2025-04-16,778301,Baltimore Orioles,Cleveland Guardians,9,1,0.939,1.0,1.111,0.631,10.125,1.5,8,-8,1,0,0-17,0-25
2025-04-16,778288,San Diego Padres,Chicago Cubs,4,2,0.645,2.0,0.778,0.559,4.5,1.75,2,-2,1,0,0-24,0-17
2025-04-16,778290,St. Louis Cardinals,Houston Astros,4,1,0.726,1.0,0.556,0.318,3.375,1.5,3,-3,1,0,0-23,0-19
2025-04-16,778295,Milwaukee Brewers,Detroit Tigers,5,1,0.916,1.0,1.222,0.618,5.625,1.25,4,-4,1,0,0-19,0-24
2025-04-16,778299,Minnesota Twins,New York Mets,4,3,0.648,2.7,1.3,0.693,3.0,1.444,1,-1,1,0,0-21,0-22
2025-04-16,778297,Toronto Blue Jays,Atlanta Braves,3,1,0.762,1.0,0.889,0.479,3.375,1.25,2,-2,1,0,0-20,0-24
2025-04-16,778293,Pittsburgh Pirates,Washington Nationals,6,1,0.802,1.0,0.556,0.294,6.75,1.25,5,-5,1,0,0-19,0-20
2025-04-17,778281,Texas Rangers,Los Angeles Angels,5,3,0.945,3.0,0.556,0.333,5.625,1.5,2,-2,1,0,0-22,0-27
2025-04-17,778278,New York Mets,St. Louis Cardinals,4,1,0.724,1.0,0.778,0.306,4.5,1.125,3,-3,1,0,0-18,0-18
2025-04-17,778282,Tampa Bay Rays,New York Yankees,3,6,0.829,6.0,1.667,0.792,3.0,1.667,-3,3,0,1,0-26,0-20
2025-04-17,778286,Detroit Tigers,Kansas City Royals,6,1,0.804,1.0,1.222,0.558,6.75,2.125,5,-5,1,0,0-17,0-23
2025-04-17,778292,Baltimore Orioles,Cleveland Guardians,6,2,0.951,2.0,0.889,0.629,6.75,1.375,4,-4,1,0,0-18,0-26
2025-04-17,778279,Philadelphia Phillies,San Francisco Giants,6,4,0.702,3.0,0.778,0.605,6.75,1.5,2,-2,1,0,0-21,0-22
2025-04-17,778283,Chicago White Sox,Athletics,0,8,0.347,8.0,1.556,1.141,0.0,0.778,-8,8,0,1,0-23,0-22
2025-04-17,778285,Cincinnati Reds,Seattle Mariners,7,11,0.832,5.4,2.1,1.048,6.3,1.6,-4,4,0,1,0-24,0-17
2025-04-17,778280,Pittsburgh Pirates,Washington Nationals,1,0,0.567,0.0,0.778,0.419,1.125,1.125,1,-1,1,0,0-20,0-21
2025-04-17,778291,Miami Marlins,Arizona Diamondbacks,4,6,0.751,6.0,1.556,0.732,2.0,1.889,-2,2,0,1,0-24,0-20
